RID,SubjectName,Time(ms),MousePosX(px),MousePosY(px),GazePosX(px),GazePosY(px),ScrollTopX(px),ScrollTopY(px)
1,User13,116,657,460,409.9854,686.2791,0,0
2,User13,129,657,460,409.9854,686.2791,0,0
3,User13,142,657,460,440.5663,681.0918,0,0
4,User13,155,657,460,435.6127,690.4615,0,0
5,User13,169,657,460,405.874,692.2363,0,0
6,User13,195,657,460,397.91,702.0784,0,0
7,User13,208,657,460,399.7835,692.0049,0,0
8,User13,220,657,460,399.7835,692.0049,0,0
9,User13,233,657,460,406.7514,687.6553,0,0
10,User13,259,657,460,405.0704,696.9332,0,0
11,User13,272,657,460,420.5782,909.4933,0,0
12,User13,285,657,460,449.5784,1217.083,0,0
13,User13,298,657,460,442.4723,1261.293,0,0
14,User13,312,657,460,442.4723,1261.293,0,0
15,User13,325,657,460,441.922,1261.638,0,0
16,User13,351,657,460,448.745,1270.998,0,0
17,User13,364,657,460,444.6436,1298.261,0,0
18,User13,377,657,460,444.6436,1298.261,0,0
19,User13,390,657,460,447.1646,1304.952,0,0
20,User13,415,670,460,438.9495,1293.554,0,0
21,User13,427,670,460,432.9555,1290.069,0,0
22,User13,441,670,460,445.7182,1287.158,0,0
23,User13,454,670,460,445.2744,1295.185,0,0
24,User13,468,670,460,445.2744,1295.185,0,0
25,User13,495,670,460,424.0466,1274.551,0,0
26,User13,508,670,460,435.3535,1281.767,0,0
27,User13,521,670,460,441.1452,1288.286,0,0
28,User13,556,670,460,441.1452,1288.286,0,0
29,User13,569,670,460,439.2728,1277.301,0,0
30,User13,582,670,460,439.5324,1291.487,0,0
31,User13,595,670,460,439.5324,1291.487,0,0
32,User13,607,670,460,440.1295,1302.626,0,0
33,User13,633,670,460,523.3601,1226.525,0,0
34,User13,647,670,460,1002.714,848.0593,0,0
35,User13,661,670,460,1002.714,848.0593,0,0
36,User13,673,670,460,1089.094,737.2271,0,0
37,User13,686,670,460,1092.402,721.3701,0,0
38,User13,712,670,460,1090.593,690.2087,0,0
39,User13,725,670,460,1088.186,697.6913,0,0
40,User13,738,670,460,1105.897,704.9879,0,0
41,User13,751,670,460,1113.81,702.6222,0,0
42,User13,765,670,460,1114.014,699.6052,0,0
43,User13,791,670,460,1101.685,689.7144,0,0
44,User13,804,670,460,1101.205,685.0085,0,0
45,User13,816,670,460,1103.794,683.2435,0,0
46,User13,830,670,460,1103.794,683.2435,0,0
47,User13,842,670,460,1215.447,644.4816,0,0
48,User13,868,670,460,1305.825,623.7627,0,0
49,User13,882,670,460,1311.961,621.8065,0,0
50,User13,895,670,460,1313.456,630.4171,0,0
51,User13,907,670,460,1313.456,630.4171,0,0
52,User13,921,670,460,1313.366,626.0345,0,0
53,User13,946,670,460,1302.612,619.2877,0,0
54,User13,959,670,460,1302.612,619.2877,0,0
55,User13,973,670,460,1299.591,606.6052,0,0
