RID,SubjectName,Time(ms),MousePosX(px),MousePosY(px),GazePosX(px),GazePosY(px),ScrollTopX(px),ScrollTopY(px)
1,User15,119,935,438,645.1011,445.9961,0,0
2,User15,134,935,438,656.3207,427.5573,0,0
3,User15,149,935,438,624.3079,453.488,0,0
4,User15,165,935,438,630.2324,462.1364,0,0
5,User15,181,935,438,643.4339,471.774,0,0
6,User15,196,935,438,640.1769,471.5243,0,0
7,User15,212,935,438,639.902,482.4616,0,0
8,User15,229,935,438,648.5043,476.8428,0,0
9,User15,244,935,438,646.0352,478.7666,0,0
10,User15,261,935,438,648.0989,492.4511,0,0
11,User15,276,935,438,890.9667,552.1675,0,0
12,User15,293,935,438,1200.133,635.3173,0,0
13,User15,309,935,438,1289.144,644.9443,0,0
14,User15,325,992,438,1291.118,644.1968,0,0
15,User15,342,995,438,1298.096,631.9327,0,0
16,User15,358,996,441,1292.912,626.2714,0,0
17,User15,372,999,442,1292.912,626.2714,0,0
18,User15,388,1005,446,1301.139,620.4838,0,0
19,User15,404,1010,452,1301.139,620.4838,0,0
20,User15,421,1014,454,1303.944,625.5641,0,0
21,User15,436,1017,458,1303.692,624.4616,0,0
22,User15,454,1018,461,1302.092,615.1876,0,0
23,User15,468,1020,465,1302.092,615.1876,0,0
24,User15,484,1021,467,1301.991,609.3569,0,0
25,User15,499,1021,470,1305.412,599.1177,0,0
26,User15,515,1021,472,1305.806,582.8091,0,0
27,User15,530,1021,474,1312.2,575.5266,0,0
28,User15,547,1021,477,1264.925,622.5757,0,0
29,User15,562,1021,483,1212.616,496.3528,0,0
30,User15,578,1028,497,1159.716,321.0851,0,0
31,User15,594,1072,553,1135.253,262.7946,0,0
32,User15,610,1154,629,1132.926,241.9171,0,0
33,User15,625,1263,682,1133.493,227.7769,0,0
34,User15,643,1315,695,1134.14,234.1777,0,0
35,User15,659,1325,695,1129.006,225.6362,0,0
36,User15,673,1329,695,1119.476,218.0371,0,0
37,User15,689,1330,692,1130.02,176.0408,0,0
38,User15,705,1334,687,1122.86,204.5599,0,0
39,User15,722,1342,678,1122.67,208.8105,0,0
40,User15,738,1349,670,1122.67,208.8105,0,0
41,User15,753,1361,661,1114.478,207.7153,0,0
42,User15,773,1370,657,1122.997,203.554,0,0
43,User15,801,1431,643,1127.872,187.5325,0,0
44,User15,819,1466,638,1128.87,181.375,0,0
45,User15,848,1540,626,1196.052,319.8046,0,0
46,User15,865,1557,622,1271.372,484.1061,0,0
47,User15,880,1575,619,1262.576,547.5196,0,0
48,User15,896,1587,616,1267.019,553.1595,0,0
49,User15,912,1596,615,1280.368,573.4949,0,0
50,User15,928,1600,613,1280.261,575.3355,0,0
51,User15,959,1603,612,1275.932,580.5692,0,0
52,User15,974,1603,612,1266.656,578.6971,0,0
