RID,SubjectName,Time(ms),MousePosX(px),MousePosY(px),GazePosX(px),GazePosY(px),ScrollTopX(px),ScrollTopY(px)
1,User9,120,750,424,1451.921,221.9263,0,0
2,User9,136,750,424,1468.53,209.6138,0,0
3,User9,152,750,424,1484.022,190.1671,0,0
4,User9,169,750,424,1431.868,188.5539,0,0
5,User9,200,750,424,1365.331,190.3136,0,0
6,User9,215,750,424,1384.403,167.7062,0,0
7,User9,246,750,424,1347.382,207.0379,0,0
8,User9,264,750,424,1374.384,208.802,0,0
9,User9,279,750,424,1374.384,208.802,0,0
10,User9,311,750,424,1362.36,219.8321,0,0
11,User9,327,750,424,1370.72,212.4387,0,0
12,User9,341,750,424,1294.204,211.0568,0,0
13,User9,357,750,424,1195.452,200.0351,0,0
14,User9,374,750,424,1132.819,198.6814,0,0
15,User9,391,750,424,1119.388,228.7882,0,0
16,User9,406,750,424,1117.03,293.6042,0,0
17,User9,421,750,424,1144.903,248.2665,0,0
18,User9,437,750,424,1143.615,243.8969,0,0
19,User9,453,750,424,1152.036,165.0516,0,0
20,User9,469,750,424,1135.189,171.9775,0,0
21,User9,485,750,424,1134.84,218.0018,0,0
22,User9,501,750,424,1127.635,274.4949,0,0
23,User9,516,750,424,1141.711,271.9882,0,0
24,User9,532,750,424,1179.256,195.6104,0,0
25,User9,549,750,424,1173.45,193.2238,0,0
26,User9,565,750,424,1126.158,268.4854,0,0
27,User9,581,750,424,1105.015,177.2051,0,0
28,User9,596,750,424,1120.892,117.3852,0,0
29,User9,613,743,455,1120.892,117.3852,0,0
30,User9,628,743,455,1115.705,120.5906,0,0
31,User9,643,743,455,1098.228,125.1149,0,0
32,User9,658,743,455,1098.228,125.1149,0,0
33,User9,675,756,698,1108.144,157.3008,0,0
34,User9,690,781,1133,1128.391,120.1941,0,0
35,User9,705,797,1379,1080.552,132.1708,0,0
36,User9,722,828,1602,1079.271,140.0023,0,0
37,User9,737,844,1674,1080.026,162.9134,0,0
38,User9,754,844,1677,1078.928,171.6516,0,0
39,User9,770,866,1716,1094.272,222.5612,0,0
40,User9,786,866,1716,1109.68,230.2367,0,0
41,User9,801,866,1716,1106.747,227.2985,0,0
42,User9,817,866,1716,1112.022,146.4281,0,0
43,User9,833,866,1716,1113.538,137.554,0,0
44,User9,849,866,1716,1075.818,205.8395,0,0
45,User9,865,866,1716,1124.219,147.5069,0,0
46,User9,880,866,1716,1124.219,147.5069,0,0
47,User9,897,866,1716,1067.543,235.6001,0,0
48,User9,912,866,1716,1166.24,143.8957,0,0
49,User9,929,866,1716,1152.73,113.8696,0,0
50,User9,945,866,1716,1152.73,113.8696,0,0
51,User9,959,862,1732,1132.808,119.9897,0,0
52,User9,976,826,1817,1132.808,119.9897,0,0
53,User9,993,802,1823,1136.742,130.5352,0,0
54,User9,1007,768,1823,1291.514,162.8194,0,0
55,User9,1022,730,1823,1474.124,98.34544,0,0
56,User9,1039,658,1817,1687.848,133.286,0,0
57,User9,1054,610,1811,1680.842,118.6741,0,0
58,User9,1071,566,1802,1635.417,106.0556,0,0
59,User9,1087,536,1796,1611.148,136.5816,0,0
60,User9,1102,518,1791,1591.021,137.6105,0,0
61,User9,1117,506,1789,1616.238,108.4173,0,0
62,User9,1133,495,1786,1628.537,105.0759,0,0
63,User9,1150,479,1782,1629.638,109.3861,0,0
64,User9,1166,468,1779,1629.638,109.3861,0,0
65,User9,1181,461,1779,1601.748,123.2364,0,0
66,User9,1197,458,1779,1607.701,138.01,0,0
67,User9,1212,456,1779,1628.27,126.8996,0,0
68,User9,1231,456,1779,1626.271,123.9055,0,0
69,User9,1244,456,1779,1626.271,123.9055,0,0
70,User9,1259,456,1779,1635.343,104.7273,0,0
71,User9,1275,456,1779,1662.272,84.87516,0,0
72,User9,1292,456,1779,1662.272,84.87516,0,0
73,User9,1307,456,1779,1603.26,75.21767,0,0
74,User9,1323,456,1779,1588.122,54.2508,0,0
75,User9,1339,456,1779,1615.974,78.49251,0,0
76,User9,1355,456,1779,1427.271,173.7504,0,0
77,User9,1371,456,1779,1177.055,325.9412,0,0
78,User9,1386,456,1779,1057.514,481.6925,0,0
79,User9,1403,456,1779,1066.815,488.5059,0,0
80,User9,1418,421,1784,1077.618,467.0523,0,0
81,User9,1435,404,1788,1072.447,442.6803,0,0
82,User9,1451,394,1788,1082.554,438.6794,0,0
83,User9,1467,387,1788,1098.613,476.6494,0,0
84,User9,1483,384,1788,1056.879,536.816,0,0
85,User9,1499,382,1788,1060.297,532.5839,0,0
86,User9,1514,380,1785,1072.874,517.2307,0,0
87,User9,1531,379,1784,1071.99,522.9487,0,0
88,User9,1545,377,1783,1071.99,522.9487,0,0
89,User9,1562,375,1782,1068.186,520.2688,0,0
90,User9,1578,375,1782,1069.42,485.731,0,0
91,User9,1595,374,1782,1072.912,494.2042,0,0
92,User9,1611,373,1780,1072.912,494.2042,0,0
93,User9,1625,371,1780,1078.145,530.2632,0,0
94,User9,1640,369,1780,1038.436,696.5667,0,0
95,User9,1657,368,1780,956.686,1041.719,0,0
96,User9,1672,366,1780,955.9952,1038.973,0,0
97,User9,1688,365,1779,949.7008,1014.871,0,0
98,User9,1703,361,1779,949.7008,1014.871,0,0
99,User9,1720,356,1779,986.9625,974.6002,0,0
100,User9,1735,354,1779,1009.885,961.7076,0,0
101,User9,1751,353,1779,1009.885,961.7076,0,0
102,User9,1767,352,1779,1024.9,955.4438,0,0
103,User9,1782,352,1779,1047.492,925.1675,0,0
104,User9,1798,350,1779,1024.985,896.1238,0,0
105,User9,1815,350,1779,1015.052,882.4493,0,0
106,User9,1829,350,1780,1015.052,882.4493,0,0
107,User9,1848,350,1780,1032.193,858.6729,0,0
108,User9,1863,350,1780,1020.669,880.8519,0,0
109,User9,1879,350,1780,997.5726,875.6469,0,0
110,User9,1892,350,1780,997.5726,875.6469,0,0
111,User9,1910,350,1780,997.5726,875.6469,0,0
112,User9,1926,350,1780,970.79,882.8041,0,0
113,User9,1940,350,1780,1027.926,911.2715,0,0
114,User9,1955,350,1780,1027.926,911.2715,0,0
115,User9,1970,350,1780,961.7665,912.3817,0,0
116,User9,1986,350,1780,982.3274,903.2442,0,0
117,User9,2002,350,1780,1041.043,877.7798,0,0
118,User9,2018,350,1780,1041.607,874.7327,0,0
119,User9,2034,350,1780,1041.607,874.7327,0,0
120,User9,2050,350,1780,1057.486,890.8093,0,0
121,User9,2065,350,1780,1058.007,865.7375,0,0
122,User9,2082,350,1780,1062.344,866.6313,0,0
123,User9,2100,350,1780,1062.344,866.6313,0,0
124,User9,2114,350,1780,1038.504,882.6031,0,0
125,User9,2130,350,1780,1004.139,941.8854,0,0
126,User9,2152,350,1780,991.0878,936.7984,0,0
127,User9,2162,350,1780,1007.409,922.3473,0,0
128,User9,2178,350,1780,1016.557,897.1825,0,0
129,User9,2193,350,1780,1014.508,891.4979,0,0
130,User9,2209,350,1780,1053.29,888.6594,0,0
131,User9,2225,387,1746,1053.29,888.6594,0,0
132,User9,2241,636,1467,1039.646,890.0546,0,0
133,User9,2256,852,1224,959.6027,885.2683,0,0
134,User9,2272,1090,967,803.7886,852.3724,0,0
135,User9,2288,1177,851,572.2334,711.8127,0,0
136,User9,2304,1213,798,577.2325,662.502,0,0
137,User9,2320,1243,771,584.348,672.3762,0,0
138,User9,2336,1267,752,580.7499,720.3348,0,0
139,User9,2352,1278,749,592.1939,694.6215,0,0
140,User9,2368,1281,749,591.6125,688.0809,0,0
141,User9,2384,1282,749,608.2001,682.4534,0,0
142,User9,2400,1282,752,609.9326,656.5872,0,0
143,User9,2417,1282,752,620.1048,664.326,0,0
144,User9,2432,1281,754,628.4998,656.1376,0,0
145,User9,2448,1279,756,632.3363,650.5105,0,0
146,User9,2464,1206,838,632.3363,650.5105,0,0
147,User9,2480,1089,959,615.9242,658.0343,0,0
148,User9,2496,944,1111,587.739,689.6181,0,0
149,User9,2513,810,1265,603.8343,691.0538,0,0
150,User9,2544,742,1373,857.8381,484.068,0,0
151,User9,2559,728,1399,857.8381,484.068,0,0
152,User9,2576,719,1410,875.4634,415.374,0,0
153,User9,2594,714,1416,875.4634,415.374,0,0
154,User9,2609,711,1418,879.118,431.0834,0,0
155,User9,2623,711,1418,879.118,431.0834,0,0
156,User9,2639,711,1418,878.6276,440.5878,0,0
157,User9,2656,711,1418,833.4465,447.5366,0,0
158,User9,2671,711,1418,816.2656,398.3346,0,0
159,User9,2688,711,1418,823.1047,398.0093,0,0
160,User9,2704,711,1418,830.1813,395.1987,0,0
161,User9,2719,711,1418,841.4446,371.2032,0,0
162,User9,2735,711,1418,828.0997,380.0503,0,0
163,User9,2751,711,1418,823.1806,375.8908,0,0
164,User9,2765,711,1418,834.9401,374.8692,0,0
165,User9,2781,702,1461,839.8423,384.8506,0,0
166,User9,2797,644,1698,866.1348,405.7557,0,0
167,User9,2813,621,1784,866.1348,405.7557,0,0
168,User9,2829,607,1823,853.189,433.6777,0,0
169,User9,2846,603,1823,648.4838,813.0196,0,0
170,User9,2860,602,1823,613.7748,1017.806,0,0
171,User9,2876,600,1823,613.7748,1017.806,0,0
172,User9,2891,600,1823,518.3218,1445.09,0,0
173,User9,2906,600,1823,518.3218,1445.09,0,0
174,User9,2922,600,1822,599.0001,1414.167,0,0
175,User9,2938,600,1822,599.0634,1377.774,0,0
176,User9,2954,600,1821,612.5642,1361.888,0,0
177,User9,2970,600,1820,596.9454,1379.663,0,0
178,User9,2985,600,1817,605.4521,1381.24,0,0
179,User9,3001,600,1815,638.6418,1371.379,0,0
180,User9,3017,600,1810,637.0997,1358.395,0,0
181,User9,3033,600,1805,637.0997,1358.395,0,0
182,User9,3049,599,1801,614.32,1394.189,0,0
183,User9,3064,598,1799,561.0328,1397.696,0,0
184,User9,3080,597,1797,586.4,1384.073,0,0
185,User9,3096,596,1797,624.4275,1360.425,0,0
186,User9,3112,594,1797,663.5237,1369.037,0,0
187,User9,3128,592,1797,607.8248,1401.96,0,0
188,User9,3145,591,1797,598.2719,1384.994,0,0
189,User9,3165,587,1797,619.2767,1355.449,0,0
190,User9,3175,583,1797,619.2767,1355.449,0,0
191,User9,3191,580,1797,623.2018,1368.204,0,0
192,User9,3206,577,1797,623.2018,1368.204,0,0
193,User9,3222,575,1797,631.2296,1388.708,0,0
194,User9,3238,570,1797,571.2495,1378.699,0,0
195,User9,3254,561,1797,629.7162,1390.591,0,0
196,User9,3270,553,1797,680.2723,1359.148,0,0
197,User9,3285,548,1797,519.7372,1659.472,0,0
198,User9,3301,546,1796,494.7997,1682.126,0,0
199,User9,3316,543,1796,510.7144,1691.817,0,0
200,User9,3330,541,1796,546.9842,1646.833,0,0
201,User9,3347,539,1796,548.4527,1630.479,0,0
202,User9,3362,539,1796,564.9926,1664.547,0,0
203,User9,3379,539,1796,569.9482,1667.193,0,0
204,User9,3395,539,1796,569.9482,1667.193,0,0
205,User9,3411,539,1796,539.1196,1669.374,0,0
206,User9,3425,539,1796,490.0959,1705.62,0,0
207,User9,3442,539,1796,454.4933,1730.534,0,0
208,User9,3458,539,1796,475.5972,1727.612,0,0
209,User9,3474,539,1796,500.1935,1719.196,0,0
210,User9,3489,539,1796,465.2263,1714.609,0,0
211,User9,3505,539,1796,448.8929,1716.166,0,0
212,User9,3564,539,1796,448.8929,1716.166,0,0
213,User9,3520,539,1796,448.8929,1716.166,0,0
214,User9,3585,539,1796,448.8929,1716.166,0,0
215,User9,3600,539,1796,492.2532,1711.536,0,0
216,User9,3614,539,1796,433.563,1806.53,0,0
217,User9,3631,539,1796,451.4119,1802.733,0,0
218,User9,3645,539,1796,469.5517,1796.762,0,0
219,User9,3661,539,1796,469.5517,1796.762,0,0
220,User9,3676,539,1796,476.3217,1761.62,0,0
221,User9,3692,539,1796,478.9142,1762.617,0,0
222,User9,3709,539,1796,485.3481,1783.61,0,0
223,User9,3724,539,1796,453.4379,1792.909,0,0
224,User9,3740,539,1796,460.5285,1779.836,0,0
225,User9,3756,668,1622,460.5285,1779.836,0,0
226,User9,3773,1007,1298,553.4943,1766.177,0,0
227,User9,3788,1254,1090,538.3357,1774.106,0,0
228,User9,3804,1400,964,508.1154,1754.574,0,0
229,User9,3820,1511,849,513.0785,1746.778,0,0
230,User9,3836,1581,787,524.0266,1766.498,0,0
231,User9,3851,1584,786,546.3716,1756.946,0,0
232,User9,3868,1584,786,533.8051,1730.578,0,0
233,User9,3883,1584,786,479.4677,1760.572,0,0
234,User9,3899,1584,786,441.9587,1832.806,0,0
235,User9,3915,1584,786,492.0506,1820.037,0,0
236,User9,3932,1584,786,492.0506,1820.037,0,0
237,User9,3950,1584,786,492.0506,1820.037,0,0
238,User9,3963,1584,786,509.0231,1765.648,0,0
239,User9,3978,1584,786,656.7426,1537.858,0,0
240,User9,3994,1584,786,656.7426,1537.858,0,0
241,User9,4009,1584,786,752.6215,1249.13,0,0
242,User9,4026,1584,786,977.2202,639.3205,0,0
243,User9,4041,1759,595,1028.867,463.7293,0,0
244,User9,4057,2074,322,1102.314,260.0995,0,0
245,User9,4073,2189,211,1111.166,268.2673,0,0
246,User9,4090,2281,130,1111.166,268.2673,0,0
