RID,SubjectName,Time(ms),MousePosX(px),MousePosY(px),GazePosX(px),GazePosY(px),ScrollTopX(px),ScrollTopY(px)
1,User8,129,769,433,759.312,146.5704,0,0
2,User8,143,769,433,759.312,146.5704,0,0
3,User8,156,769,433,759.312,146.5704,0,0
4,User8,169,769,433,759.312,146.5704,0,0
5,User8,182,769,433,759.312,146.5704,0,0
6,User8,208,769,433,759.312,146.5704,0,0
7,User8,221,769,433,759.312,146.5704,0,0
8,User8,233,769,433,566.6417,356.3062,0,0
9,User8,246,769,433,566.6417,356.3062,0,0
10,User8,259,769,433,573.9613,654.8442,0,0
11,User8,285,769,433,573.9613,654.8442,0,0
12,User8,299,769,433,548.811,719.9941,0,0
13,User8,311,769,433,548.811,719.9941,0,0
14,User8,326,763,457,552.6922,646.2051,0,0
15,User8,339,724,592,552.6922,646.2051,0,0
16,User8,353,695,772,552.6922,646.2051,0,0
17,User8,379,663,1019,546.2175,617.8467,0,0
18,User8,392,643,1261,546.2175,617.8467,0,0
19,User8,406,632,1447,542.543,719.2669,0,0
20,User8,419,638,1558,542.543,719.2669,0,0
21,User8,431,644,1610,548.8787,657.4141,0,0
22,User8,458,648,1635,540.7084,722.8796,0,0
23,User8,471,648,1636,540.7084,722.8796,0,0
24,User8,484,648,1636,540.7084,722.8796,0,0
25,User8,497,648,1636,539.5803,720.3508,0,0
26,User8,509,648,1636,539.5803,720.3508,0,0
27,User8,536,648,1636,567.7707,640.8008,0,0
28,User8,550,648,1636,567.7707,640.8008,0,0
29,User8,562,648,1636,537.2956,703.394,0,0
30,User8,575,648,1636,537.2956,703.394,0,0
31,User8,588,648,1636,537.2956,703.394,0,0
32,User8,614,648,1636,634.2012,955.2363,0,0
33,User8,627,648,1636,598.3312,1140.442,0,0
34,User8,640,648,1636,598.3312,1140.442,0,0
35,User8,653,643,1646,598.3312,1140.442,0,0
36,User8,666,619,1685,602.6935,1125.862,0,0
37,User8,691,596,1717,635.6644,1129.255,0,0
38,User8,704,584,1727,635.6644,1129.255,0,0
39,User8,717,571,1732,635.6644,1129.255,0,0
40,User8,730,567,1733,631.6686,1116.466,0,0
41,User8,744,557,1734,631.6686,1116.466,0,0
42,User8,769,539,1725,593.5432,1149.731,0,0
43,User8,782,534,1720,593.5432,1149.731,0,0
44,User8,795,524,1709,519.6788,1545.952,0,0
45,User8,808,520,1700,519.6788,1545.952,0,0
46,User8,834,512,1692,507.4331,1634.425,0,0
47,User8,847,511,1692,507.4331,1634.425,0,0
48,User8,860,507,1690,493.0216,1647.867,0,0
49,User8,873,506,1690,493.0216,1647.867,0,0
50,User8,886,505,1690,493.0216,1647.867,0,0
51,User8,900,503,1690,509.2813,1558.828,0,0
52,User8,926,497,1694,534.4804,1575.621,0,0
53,User8,938,483,1708,534.4804,1575.621,0,0
54,User8,952,469,1720,534.4804,1575.621,0,0
55,User8,965,463,1724,542.1139,1580.093,0,0
56,User8,978,454,1730,542.1139,1580.093,0,0
57,User8,1004,436,1739,491.3839,1635.084,0,0
58,User8,1017,429,1743,491.3839,1635.084,0,0
59,User8,1030,425,1744,360.24,1731.877,0,0
60,User8,1043,425,1745,389.2026,1734.543,0,0
61,User8,1056,422,1747,464.8439,1750.773,0,0
62,User8,1083,417,1750,337.5887,1699.72,0,0
63,User8,1096,414,1751,341.1009,1692.916,0,0
64,User8,1109,413,1754,341.1009,1692.916,0,0
65,User8,1128,408,1756,338.2508,1665.065,0,0
66,User8,1141,404,1759,338.2508,1665.065,0,0
67,User8,1154,403,1760,338.2508,1665.065,0,0
68,User8,1171,397,1762,338.2508,1665.065,0,0
69,User8,1185,392,1764,336.8165,1693.354,0,0
70,User8,1199,388,1764,336.733,1754.262,0,0
71,User8,1225,383,1764,326.5695,1753.26,0,0
72,User8,1238,381,1765,326.5695,1753.26,0,0
73,User8,1251,380,1766,326.5695,1753.26,0,0
74,User8,1263,379,1768,331.3721,1734.867,0,0
75,User8,1276,378,1768,331.3721,1734.867,0,0
76,User8,1302,377,1772,325.7754,1687.638,0,0
77,User8,1315,377,1773,325.7754,1687.638,0,0
78,User8,1333,377,1773,325.7754,1687.638,0,0
79,User8,1345,377,1774,279.4058,1732.475,0,0
80,User8,1359,377,1775,235.6273,1739.887,0,0
81,User8,1371,377,1775,235.6273,1739.887,0,0
82,User8,1384,380,1775,235.6273,1739.887,0,0
83,User8,1410,407,1777,255.3194,1784.448,0,0
84,User8,1424,421,1779,254.549,1793.443,0,0
85,User8,1438,454,1787,254.549,1793.443,0,0
86,User8,1452,481,1791,265.0689,1807.672,0,0
87,User8,1466,499,1795,265.0689,1807.672,0,0
88,User8,1479,507,1798,256.4301,1799.846,0,0
89,User8,1505,517,1798,230.4928,1800.724,0,0
90,User8,1519,518,1798,244.7612,1805.641,0,0
91,User8,1532,518,1798,261.8746,1809.36,0,0
92,User8,1545,518,1798,252.3692,1808.52,0,0
93,User8,1557,518,1798,237.9599,1745.279,0,0
94,User8,1583,518,1798,237.9599,1745.279,0,0
95,User8,1596,518,1798,240.3227,1731.745,0,0
96,User8,1610,518,1798,240.3227,1731.745,0,0
97,User8,1623,519,1798,240.3227,1731.745,0,0
