RID,SubjectName,Time(ms),MousePosX(px),MousePosY(px),GazePosX(px),GazePosY(px),ScrollTopX(px),ScrollTopY(px)
1,User11,140,859,1500,650.688,437.2777,0,0
2,User11,153,859,1500,776.5023,445.1427,0,0
3,User11,166,859,1500,776.5023,445.1427,0,0
4,User11,193,859,1500,801.1508,457.3077,0,0
5,User11,206,859,1500,801.1508,457.3077,0,0
6,User11,220,859,1500,804.0582,374.9434,0,0
7,User11,232,859,1500,804.0582,374.9434,0,0
8,User11,246,859,1500,811.2704,431.7939,0,0
9,User11,258,859,1500,811.2704,431.7939,0,0
10,User11,284,859,1500,795.7633,432.3002,0,0
11,User11,298,859,1500,795.7633,432.3002,0,0
12,User11,311,859,1500,795.7633,432.3002,0,0
13,User11,324,859,1500,741.2264,429.4682,0,0
14,User11,337,859,1500,741.2264,429.4682,0,0
15,User11,363,859,1500,874.0909,406.9122,0,0
16,User11,377,855,1635,874.0909,406.9122,0,0
17,User11,391,838,1792,1445.378,625.1894,0,0
18,User11,404,825,1823,1445.378,625.1894,0,0
19,User11,417,818,1823,1491.667,650.3907,0,0
20,User11,430,812,1823,1491.667,650.3907,0,0
21,User11,457,803,1823,1512.9,561.7718,0,0
22,User11,470,798,1823,1512.9,561.7718,0,0
23,User11,483,796,1823,1456.115,585.713,0,0
24,User11,496,790,1823,1456.115,585.713,0,0
25,User11,509,782,1823,1456.115,585.713,0,0
26,User11,534,770,1822,1496.003,663.2422,0,0
27,User11,547,758,1820,1473.263,582.691,0,0
28,User11,561,742,1820,1473.263,582.691,0,0
29,User11,574,720,1818,1473.263,582.691,0,0
30,User11,587,709,1816,1498.227,617.7526,0,0
31,User11,613,677,1813,1467.777,553.2867,0,0
32,User11,626,664,1811,1467.777,553.2867,0,0
33,User11,640,654,1810,1467.777,553.2867,0,0
34,User11,652,647,1808,1460.971,504.4162,0,0
35,User11,666,640,1807,1460.971,504.4162,0,0
36,User11,692,630,1806,1469.227,577.4218,0,0
37,User11,706,627,1806,1469.227,577.4218,0,0
38,User11,718,622,1806,1433.474,605.5173,0,0
39,User11,731,621,1806,1433.474,605.5173,0,0
40,User11,744,616,1804,1433.474,605.5173,0,0
41,User11,770,601,1800,1472.699,522.629,0,0
42,User11,783,593,1799,1469.345,551.3472,0,0
43,User11,796,587,1797,1469.345,551.3472,0,0
44,User11,809,578,1794,1469.345,551.3472,0,0
45,User11,823,566,1793,1729.976,640.5726,0,0
46,User11,837,549,1791,1729.976,640.5726,0,0
47,User11,862,506,1791,1714.201,667.8903,0,0
48,User11,875,479,1789,1714.201,667.8903,0,0
49,User11,888,451,1787,1660.78,684.5754,0,0
50,User11,901,427,1785,1660.78,684.5754,0,0
51,User11,927,396,1783,1686.597,663.3945,0,0
52,User11,940,382,1780,1686.597,663.3945,0,0
53,User11,953,364,1776,1703.127,609.2744,0,0
54,User11,966,349,1771,1703.127,609.2744,0,0
55,User11,979,343,1770,1690.942,598.461,0,0
56,User11,1005,329,1767,1690.942,598.461,0,0
57,User11,1018,327,1766,1753.772,580.473,0,0
58,User11,1031,324,1766,1753.772,580.473,0,0
59,User11,1044,324,1766,1762.061,463.3322,0,0
60,User11,1058,324,1766,1762.061,463.3322,0,0
61,User11,1070,324,1766,1762.061,463.3322,0,0
62,User11,1096,328,1766,1699.225,644.9186,0,0
63,User11,1109,328,1766,1699.225,644.9186,0,0
64,User11,1123,330,1766,1570.568,723.1867,0,0
65,User11,1136,333,1767,1570.568,723.1867,0,0
66,User11,1161,336,1768,1490.102,938.8022,0,0
67,User11,1174,338,1770,1490.102,938.8022,0,0
68,User11,1188,339,1770,1632.177,742.2553,0,0
69,User11,1201,342,1772,1632.177,742.2553,0,0
70,User11,1214,343,1773,1692.486,704.5249,0,0
71,User11,1228,343,1773,1692.486,704.5249,0,0
72,User11,1254,344,1774,1703.242,639.5315,0,0
73,User11,1267,344,1774,1703.242,639.5315,0,0
74,User11,1281,345,1775,1710.327,653.8887,0,0
75,User11,1294,345,1775,1710.327,653.8887,0,0
76,User11,1307,345,1775,1710.327,653.8887,0,0
77,User11,1333,345,1776,1743.04,692.5656,0,0
78,User11,1346,346,1777,1273.631,1133.905,0,0
79,User11,1360,346,1778,1273.631,1133.905,0,0
80,User11,1373,346,1780,1000.33,1375.641,0,0
81,User11,1386,346,1782,785.2657,1632.423,0,0
82,User11,1399,346,1783,785.2657,1632.423,0,0
83,User11,1427,407,1795,322.9007,1697.8,0,0
84,User11,1439,418,1797,322.9007,1697.8,0,0
85,User11,1452,433,1798,335.0954,1620.907,0,0
86,User11,1466,443,1800,335.0954,1620.907,0,0
87,User11,1478,452,1800,295.8398,1699.322,0,0
88,User11,1494,455,1800,295.8398,1699.322,0,0
89,User11,1520,460,1800,324.4391,1726.141,0,0
90,User11,1533,462,1800,349.8999,1722.718,0,0
91,User11,1547,464,1800,352.6585,1704.133,0,0
92,User11,1559,465,1800,339.8994,1706.414,0,0
93,User11,1572,466,1800,339.8994,1706.414,0,0
94,User11,1598,470,1800,321.0319,1767.504,0,0
95,User11,1611,473,1800,321.0319,1767.504,0,0
96,User11,1626,478,1800,188.2498,1807.334,0,0
97,User11,1639,481,1800,162.223,1815.119,0,0
98,User11,1652,486,1800,436.253,1769.522,0,0
99,User11,1665,489,1800,402.5725,1741.91,0,0
100,User11,1691,501,1800,216.8107,1772.375,0,0
101,User11,1705,506,1801,173.4006,1947.157,0,0
102,User11,1718,510,1801,385.4361,1720.481,0,0
103,User11,1731,513,1801,385.4361,1720.481,0,0
104,User11,1745,515,1801,404.9193,1797.185,0,0
105,User11,1771,520,1801,404.9193,1797.185,0,0
106,User11,1785,523,1801,462.781,1742.506,0,0
107,User11,1798,525,1801,462.781,1742.506,0,0
108,User11,1811,530,1801,449.5736,1806.163,0,0
109,User11,1824,533,1801,449.5736,1806.163,0,0
110,User11,1836,538,1801,449.5736,1806.163,0,0
111,User11,1864,541,1799,586.6948,1887.785,0,0
112,User11,1877,541,1799,586.6948,1887.785,0,0
113,User11,1890,541,1799,763.8781,1899.391,0,0
114,User11,1904,541,1799,541.3087,1724.058,0,0
115,User11,1917,541,1799,366.3677,1838.804,0,0
116,User11,1943,541,1799,378.5426,1853.949,0,0
117,User11,1958,541,1799,478.3983,1826.087,0,0
118,User11,1998,541,1799,792.3537,1663.216,0,0
119,User11,2012,541,1799,527.4271,1817.443,0,0
